Index,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2970,2,40000,95,3 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2971,1,17000,550,3 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2972,3,15000,900,1 out of 3,Super Area,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2973,1,6000,25,4 out of 6,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2975,2,18000,80,2 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2976,2,7500,77,3 out of 4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2977,2,10000,60,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2978,1,9000,100,1 out of 1,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2979,3,24000,1300,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2980,2,12000,500,1 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2981,2,10500,500,2 out of 3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2982,2,31000,1200,3 out of 4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2983,1,9000,250,Ground out of 3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2984,2,9000,700,4 out of 5,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2985,3,27000,1050,Ground out of 4,Carpet Area,Delhi,Unfurnished,Family,2,Contact Agent
2986,2,12500,500,2 out of 4,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2987,2,15000,1100,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2988,2,6500,1000,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2991,1,15000,650,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2992,2,15000,1000,17 out of 31,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2993,2,7600,700,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2994,3,29000,1200,1 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2995,3,20000,1710,15 out of 29,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2996,2,12000,600,1 out of 3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2997,2,10500,1080,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2998,2,29000,1300,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2999,2,26000,1027,15 out of 19,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3000,3,25000,1350,Ground out of 2,Super Area,Chennai,Furnished,Family,3,Contact Owner
3001,2,10000,950,1 out of 2,Super Area,Chennai,Unfurnished,Family,2,Contact Owner
3002,2,14000,1300,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3003,2,6000,600,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3004,3,40000,1428,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3005,2,23000,920,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3006,2,10000,600,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3007,2,10000,810,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
3008,2,15000,1200,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3009,1,11000,550,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3010,2,20000,600,1 out of 2,Super Area,Chennai,Unfurnished,Family,1,Contact Owner
3011,2,15000,850,Ground out of 2,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner
3012,4,22000,2117,20 out of 20,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
3013,2,6000,900,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3014,2,20000,1000,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3015,1,6500,500,2 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3016,2,12000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3017,2,27000,1550,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3018,2,15000,1500,Ground out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3019,3,20000,1700,Ground out of 1,Carpet Area,Chennai,Furnished,Bachelors/Family,6,Contact Owner
3020,2,22000,700,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3021,1,7000,400,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3022,2,7000,450,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3023,1,6500,500,1 out of 3,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner
3024,2,9000,770,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3025,1,4500,150,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3026,2,12000,850,Ground out of 2,Super Area,Chennai,Unfurnished,Family,2,Contact Owner
3027,2,18000,1100,Ground out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3028,2,8000,650,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3029,1,5000,550,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3030,2,14000,1000,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3031,1,6500,250,Ground out of 5,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3032,2,10000,790,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3033,2,13000,600,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3034,2,11200,700,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3035,1,8900,550,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3036,1,12000,500,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3037,3,45000,1800,2 out of 4,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
3038,3,35000,1550,3 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3039,3,34999,1462,3 out of 4,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
3040,2,11000,970,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3042,2,15000,700,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3043,2,15000,674,Ground out of 3,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3044,2,10000,750,Ground out of 1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
3045,2,12000,1000,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3046,2,10000,1030,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3047,3,35000,1540,3 out of 4,Carpet Area,Chennai,Furnished,Bachelors,2,Contact Owner
3048,3,40000,1800,3 out of 5,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
3049,2,24000,1100,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3050,2,12000,985,3 out of 17,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3051,2,30000,1200,3 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3052,2,10000,1200,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3053,2,15000,900,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3054,2,33000,800,1 out of 4,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
3055,2,9000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3056,3,30000,1500,3 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3057,2,13000,680,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3058,2,15000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3059,2,12000,875,2 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3060,2,20000,880,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3061,3,36000,1500,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3062,2,10000,950,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3063,2,16000,850,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3064,1,6000,700,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3065,3,22000,2000,Ground out of 1,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3066,1,6000,450,Ground out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3067,1,6500,400,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3068,1,3000,350,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3069,3,27000,1650,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Owner
3070,2,8000,800,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3071,2,12500,600,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3072,2,11000,800,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3073,3,40000,1600,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3074,2,15000,700,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent
3075,2,8000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3076,3,34000,2120,9 out of 18,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner
3077,1,7500,560,2 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3078,1,14000,420,1 out of 1,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner
3079,2,15000,1000,1 out of 2,Built Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3080,3,21000,1330,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3081,3,12000,930,2 out of 8,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3082,3,75000,1900,3 out of 3,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Agent
3083,2,15000,1200,1 out of 3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3084,1,6000,350,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3085,3,20500,1000,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3086,2,13500,1210,14 out of 29,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3087,2,10000,750,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3088,3,15000,1150,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3089,2,11000,800,1 out of 1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
3090,2,12000,930,1 out of 4,Carpet Area,Chennai,Furnished,Family,2,Contact Owner
3091,2,15000,2800,Lower Basement out of 1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
3092,2,20000,800,13 out of 17,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
3093,2,24000,850,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3094,2,16000,650,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3095,2,10000,770,1 out of 2,Super Area,Chennai,Unfurnished,Family,1,Contact Owner
3096,3,30000,1800,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
3097,3,26000,1100,4 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3098,2,10000,950,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3099,3,15000,1250,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3100,1,9000,400,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3101,2,9000,575,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3102,2,15000,1234,1 out of 14,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3103,2,12000,870,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3104,2,20000,1162,2 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3105,3,15000,2200,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner
3106,1,8000,500,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3107,3,13000,900,1 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3108,1,6800,600,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3109,2,9000,600,1 out of 3,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner
3110,3,14000,1600,Ground out of 2,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner
3111,4,55000,2400,1 out of 3,Carpet Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent
3112,3,50000,1600,2 out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent
3113,1,8000,400,Upper Basement out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3114,2,16000,1000,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3115,2,15000,600,8 out of 18,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3116,2,15000,750,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner
3117,2,15000,700,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3118,4,75000,2200,2 out of 3,Super Area,Chennai,Semi-Furnished,Family,5,Contact Owner
3119,1,9000,500,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3120,1,6500,700,2 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3121,3,17000,1480,3 out of 4,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3122,3,49000,1700,7 out of 15,Carpet Area,Chennai,Furnished,Bachelors,3,Contact Agent
3123,2,15000,830,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3124,3,25000,1425,2 out of 14,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3125,3,40000,1550,1 out of 3,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent
3126,1,8000,200,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3127,2,17500,1200,2 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3128,3,11000,800,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3129,3,8500,1261,3 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3130,2,11000,425,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3131,2,12500,940,10 out of 19,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3133,2,14000,700,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3135,2,25000,1145,4 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3136,2,18000,750,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3137,3,17000,1250,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
3138,2,8500,900,Ground out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3139,3,15000,800,1 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
3140,2,22000,800,4 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3141,2,15000,900,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3142,2,10000,600,1 out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3143,1,5000,250,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3144,2,10000,910,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3145,3,15000,1350,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
3146,3,34500,450,Ground out of 3,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
3147,1,8000,600,2 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3149,2,22000,800,Ground out of 1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
3150,2,13000,850,Ground out of 1,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner
3151,2,6500,1000,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3152,2,18000,900,1 out of 1,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
3153,3,30000,2400,Ground out of 3,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner
3154,1,8500,400,Ground out of 1,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3155,4,20000,1900,5 out of 20,Carpet Area,Chennai,Semi-Furnished,Family,4,Contact Agent
3156,2,12000,900,1 out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3157,2,18000,805,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3158,2,19000,1200,1 out of 4,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3159,2,12000,800,2 out of 3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3160,3,16000,1158,2 out of 4,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3161,1,5700,400,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3162,1,15000,450,2 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3163,2,11000,960,1 out of 3,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3164,3,17000,1400,10 out of 15,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3165,2,18000,970,Ground out of 3,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3166,2,9500,1000,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3167,2,12000,900,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3168,2,8000,800,4 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3169,2,12000,1100,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner
3170,2,16000,800,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3171,2,8000,800,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3172,2,10000,898,7 out of 14,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3173,2,15000,800,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3174,2,7500,600,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3175,3,30000,2000,1 out of 1,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner
3176,2,16000,870,3 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3177,2,14000,1100,17 out of 20,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
3178,2,10000,650,1 out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3179,3,25000,1100,5 out of 18,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent
3180,2,11500,1250,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3181,2,11000,1145,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3182,2,10000,780,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3183,1,7000,680,1 out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3184,2,18000,860,2 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3185,1,7500,600,1 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3186,2,7500,750,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3187,2,12000,800,2 out of 2,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3188,2,12000,570,Ground out of 2,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3189,2,40000,1150,2 out of 4,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3190,1,5000,350,Ground out of 1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3191,2,20000,894,4 out of 4,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3192,1,6500,600,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3193,3,12000,900,Ground out of 2,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3194,1,12000,550,Ground out of 3,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
3195,2,14000,717,1 out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3196,2,13000,660,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent
3197,1,9000,700,1 out of 2,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner
3198,1,10000,800,Ground out of 3,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3199,3,15000,1070,1 out of 3,Super Area,Chennai,Unfurnished,Family,2,Contact Owner
3200,2,15000,1000,Ground out of 4,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner
3201,2,19000,1500,Ground out of 1,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
